stock_code,company_name_x,risk_score,leverage_z,operating_asset_ratio_z,operating_liability_ratio_z,ocf_growth_z,cash_to_debt_z,gross_margin_z,net_profit_ratio_z,operating_profit_ratio_z,profit_to_total_profit_z,cash_profit_ratio_z,cashflow_to_debt_z,ocf_ratio_z
600903,贵州燃气,33.961,28.191,13.428,9.352,39.51,99.674,0.371,1.058,1.285,1.9,61.892,67.085,83.783
600901,江苏金租,33.19,38.69,0.0,0.0,39.514,99.857,0.267,0.977,1.18,1.886,63.695,68.447,83.764
600884,杉杉股份,34.961,23.006,23.46,12.893,39.543,99.409,0.371,1.054,1.282,1.886,63.919,68.895,83.814
600880,博瑞传播,33.728,7.984,12.681,23.17,39.294,98.056,0.353,1.052,1.275,1.893,64.427,70.746,83.807
600869,远东股份,39.84,34.608,45.554,38.823,39.421,99.319,0.374,1.058,1.288,1.885,63.603,68.373,83.778
600861,北京人力,35.816,26.486,26.586,18.065,41.091,97.55,0.374,1.058,1.286,1.897,63.669,67.927,83.8
600859,王府井,33.413,22.526,6.273,16.335,39.552,98.373,0.363,1.052,1.276,1.892,62.989,66.539,83.779
600841,动力新科,37.112,31.442,27.516,27.569,39.402,98.507,0.395,1.103,1.332,1.877,63.894,68.502,83.8
600839,四川长虹,38.739,33.768,41.502,31.295,39.603,98.865,0.373,1.059,1.287,1.902,63.151,68.268,83.8
600820,隧道股份,39.749,35.375,16.126,66.004,39.476,99.477,0.375,1.054,1.282,1.886,63.686,68.467,83.778
600773,西藏城投,40.457,32.979,73.671,15.898,39.539,99.827,0.369,1.057,1.287,1.875,65.462,69.536,83.988
600763,通策医疗,31.772,13.954,3.039,10.76,39.534,99.068,0.343,1.034,1.253,1.888,63.581,63.156,83.655
600753,*ST海钦,39.016,21.845,52.211,38.376,37.071,99.481,0.385,1.07,1.299,1.877,63.992,66.786,83.793
600745,闻泰科技,37.162,22.882,29.056,36.689,39.509,99.522,0.37,1.058,1.285,1.892,63.015,66.876,83.787
600739,辽宁成大,32.192,14.299,8.636,4.312,39.399,98.826,0.377,1.057,1.288,1.835,63.784,68.691,83.802
600736,苏州高新,37.976,34.062,49.558,10.105,39.576,99.655,0.383,1.057,1.285,1.887,65.18,69.157,83.807
600703,三安光电,33.399,14.77,17.023,14.45,39.438,98.615,0.386,1.056,1.285,1.886,61.985,66.137,83.755
600698,湖南天雁,35.411,16.903,31.628,53.809,0.0,98.091,0.38,1.06,1.29,1.891,66.23,69.851,83.806
600694,大商股份,35.951,23.301,30.069,21.25,39.582,99.049,0.361,1.05,1.272,1.892,63.306,66.519,83.755
600686,金龙汽车,37.43,38.398,22.475,35.412,39.551,99.146,0.379,1.06,1.289,1.898,58.38,67.416,83.752
600678,四川金顶,36.431,34.189,2.022,40.372,39.856,99.744,0.386,1.079,1.305,1.876,63.912,68.627,83.801
600667,太极实业,39.379,33.162,25.923,54.978,39.425,99.051,0.373,1.058,1.287,1.886,63.574,68.112,83.721
600664,哈药股份,38.864,27.761,51.117,29.832,39.493,98.934,0.37,1.057,1.284,1.892,63.455,67.379,83.796
600658,电子城,37.715,26.969,50.309,15.247,39.48,99.5,0.382,1.07,1.296,1.857,63.886,68.779,83.803
600641,先导基电,33.093,6.98,13.336,19.173,39.77,94.813,0.37,1.037,1.263,1.881,64.151,70.541,83.808
600640,国脉文化,35.357,7.6,10.292,70.608,39.587,95.859,0.376,1.06,1.287,1.911,48.966,62.946,83.796
600636,*ST国化,30.729,0.949,6.768,28.356,39.247,79.161,0.364,1.126,1.356,1.877,63.928,61.814,83.802
600620,天宸股份,37.441,22.279,49.974,17.63,39.439,99.069,0.371,1.049,1.279,1.886,63.804,68.719,83.799
600613,神奇制药,34.99,11.759,22.012,31.832,39.46,97.564,0.371,1.057,1.285,1.889,63.215,65.656,83.78
600594,益佰制药,33.361,15.122,20.087,9.685,39.469,98.659,0.366,1.055,1.283,1.885,63.238,65.7,83.781
600581,八一钢铁,36.554,42.672,9.567,25.84,39.434,99.813,0.384,1.068,1.299,1.882,63.788,69.063,83.842
600580,卧龙电驱,38.357,25.456,38.036,38.368,40.006,99.426,0.367,1.055,1.283,1.889,63.337,67.279,83.78
600578,京能电力,34.003,29.036,7.866,12.421,39.487,99.77,0.374,1.056,1.285,1.888,63.122,67.989,83.738
600566,济川药业,34.81,11.394,20.12,40.183,39.588,95.095,0.328,1.017,1.24,1.883,63.66,59.411,83.795
600559,老白干酒,35.844,22.095,40.333,10.398,39.741,98.953,0.354,1.041,1.265,1.886,63.666,66.601,83.793
600549,厦门钨业,36.658,23.057,39.358,20.595,39.497,99.573,0.366,1.054,1.279,1.894,63.408,66.049,83.764
600539,狮头股份,36.561,9.848,39.927,20.57,39.471,97.746,0.398,1.086,1.323,1.886,63.647,79.02,83.811
600531,豫光金铅,38.444,30.479,59.203,11.677,39.575,99.481,0.374,1.058,1.287,1.881,63.846,68.671,83.801
600516,方大炭素,32.174,6.16,12.662,16.136,39.578,94.261,0.363,1.048,1.275,1.884,63.516,65.402,83.801
600509,天富能源,34.436,30.738,10.269,14.829,39.453,99.692,0.367,1.054,1.283,1.881,62.974,66.989,83.707
600503,华丽家族,35.714,5.694,48.639,9.814,39.422,95.542,0.257,1.007,1.208,1.892,64.916,76.369,83.807
600501,航天晨光,41.32,25.339,51.635,61.128,39.526,99.055,0.373,1.058,1.287,1.885,63.166,67.622,83.77
600498,烽火通信,39.809,29.089,59.895,28.672,39.607,99.417,0.375,1.058,1.287,1.882,63.853,68.764,83.802
600490,鹏欣资源,33.126,12.801,13.385,11.597,39.539,98.812,0.381,1.063,1.296,1.894,63.776,69.115,83.852
600482,中国动力,37.167,23.444,35.789,29.839,39.624,98.414,0.375,1.058,1.286,1.889,62.847,67.645,83.796
600436,片仔癀,32.264,7.766,28.507,18.255,21.993,98.89,0.329,1.019,1.24,1.883,63.736,59.762,83.792
600421,*ST华嵘,39.715,32.951,69.172,15.571,39.542,99.894,0.382,1.071,1.298,1.864,64.0,68.052,82.786
600410,华胜天成,35.718,19.425,17.916,32.034,39.578,99.18,0.382,1.068,1.298,1.875,64.057,68.009,83.795
600395,盘江股份,33.936,29.123,2.054,17.099,39.407,99.684,0.365,1.049,1.276,1.885,63.53,67.97,83.795
600369,西南证券,32.913,31.673,0.329,2.356,39.598,99.219,0.342,1.022,1.255,1.872,64.325,69.133,83.83
600367,红星发展,36.559,8.25,23.65,55.721,40.218,95.396,0.375,1.059,1.285,1.901,62.532,64.524,83.8
600355,*ST精伦,37.548,18.494,30.092,42.358,39.425,98.941,0.414,1.106,1.336,1.877,63.871,68.861,83.803
600351,亚宝药业,33.722,9.541,23.234,21.559,39.421,97.827,0.362,1.05,1.279,1.88,63.44,61.314,83.762
600348,华阳股份,34.461,24.736,4.201,27.922,39.329,98.887,0.335,1.033,1.249,1.89,63.641,66.516,83.79
600319,亚星化学,35.996,31.371,8.894,25.118,39.456,99.916,0.396,1.059,1.289,1.879,68.461,70.273,83.835
600285,羚锐制药,32.626,18.373,17.261,3.298,39.483,97.701,0.348,1.035,1.261,1.882,63.624,63.462,83.786
600281,华阳新材,36.67,33.929,21.363,21.587,39.516,99.836,0.442,1.171,1.396,1.876,63.748,71.351,83.823
600278,东方创业,38.455,24.775,30.513,47.89,39.425,98.424,0.375,1.059,1.288,1.894,63.674,68.366,83.779
600229,城市传媒,37.464,11.099,27.841,56.479,40.953,96.416,0.362,1.038,1.271,1.871,63.721,64.726,83.793
600166,福田汽车,38.854,30.701,26.613,49.16,39.351,99.515,0.376,1.058,1.288,1.879,63.825,68.684,83.802
600149,廊坊发展,34.795,28.395,5.342,24.429,39.54,98.983,0.391,1.072,1.309,1.892,63.961,68.536,83.686
600108,亚盛集团,35.291,24.028,35.235,4.875,39.427,99.583,0.372,1.056,1.287,1.878,63.608,68.364,83.775
600095,湘财股份,32.962,28.881,4.459,0.301,39.272,98.627,0.386,1.053,1.278,1.891,65.935,69.658,83.807
600094,大名城,38.943,21.897,67.772,20.648,39.54,99.458,0.361,1.058,1.28,1.903,62.584,67.073,83.744
600067,冠城新材,39.316,28.728,67.93,16.072,39.589,99.659,0.379,1.067,1.294,1.854,64.745,66.722,83.757
600056,中国医药,40.82,28.367,60.887,41.22,39.436,99.502,0.372,1.056,1.284,1.891,63.731,68.32,83.773
600019,宝钢股份,36.064,18.425,17.78,39.034,39.482,99.496,0.372,1.055,1.283,1.885,63.505,66.694,83.761
600006,东风股份,37.543,24.781,33.742,32.612,39.376,98.364,0.384,1.058,1.288,1.878,64.105,69.117,83.805
301516,中远通,40.83,11.276,42.513,59.394,64.765,96.204,0.369,1.052,1.282,1.878,63.372,64.057,83.8
301428,世纪恒通,34.235,14.128,21.884,12.073,39.523,98.035,0.367,1.049,1.278,1.88,64.241,72.55,83.809
301381,赛维时代,35.072,14.664,31.991,24.862,39.442,98.086,0.367,1.053,1.281,1.882,63.589,62.912,80.731
301338,凯格精机,38.346,14.693,33.736,55.818,39.435,95.798,0.369,1.05,1.28,1.877,63.815,68.474,83.802
301336,趣睡科技,37.643,5.222,9.293,79.591,39.409,98.799,0.369,1.049,1.276,1.883,63.77,67.257,83.801
301328,维峰电子,31.815,2.128,13.241,48.497,39.435,71.533,0.342,1.02,1.246,1.881,63.691,54.969,83.797
301327,华宝新能,32.55,5.588,10.642,18.201,39.405,94.392,0.39,1.072,1.3,1.874,63.771,70.164,83.803
301272,英华特,37.344,6.181,12.713,82.432,41.248,90.83,0.352,1.037,1.263,1.881,63.707,62.684,83.802
301263,泰恩康,34.659,7.502,20.27,34.329,39.415,96.55,0.339,1.029,1.253,1.883,63.772,65.767,83.801
301238,瑞泰新材,33.962,13.834,15.912,24.138,39.497,95.488,0.353,1.042,1.266,1.887,63.661,66.664,83.801
301236,软通动力,34.521,14.093,42.043,3.973,39.44,96.232,0.374,1.056,1.286,1.874,63.589,66.544,83.748
301215,中汽股份,34.797,7.422,4.313,51.489,39.438,99.228,0.307,0.991,1.21,1.882,63.637,64.019,83.624
301193,家联科技,34.748,24.861,19.198,14.9,39.622,98.741,0.372,1.056,1.288,1.859,63.312,67.962,83.8
301189,奥尼电子,35.218,4.776,8.72,52.133,39.533,98.57,0.39,1.067,1.301,1.893,64.381,66.051,83.801
301177,迪阿股份,31.444,5.696,9.195,3.016,39.539,99.348,0.38,1.056,1.282,1.892,63.78,68.34,83.802
301168,通灵股份,36.167,15.789,29.216,31.474,39.54,97.37,0.354,1.044,1.272,1.882,63.839,68.427,83.792
301156,美农生物,32.033,1.375,21.045,48.656,39.433,72.58,0.36,1.042,1.27,1.881,63.708,49.246,83.795
301111,粤万年青,35.994,3.373,19.862,51.057,39.533,94.869,0.364,1.043,1.269,1.881,63.94,70.933,83.804
301089,拓新药业,36.412,5.128,21.957,53.026,39.314,98.093,0.32,1.017,1.233,1.886,63.854,67.314,83.802
301076,新瀚新材,37.527,3.007,13.808,84.294,39.691,91.467,0.344,1.028,1.253,1.882,63.832,65.916,83.802
301058,中粮科工,38.172,21.985,31.689,49.131,39.647,97.649,0.359,1.047,1.274,1.882,63.528,66.083,83.792
301052,果麦文化,37.057,6.904,26.597,64.06,39.42,94.414,0.357,1.044,1.271,1.882,63.622,61.318,83.79
301050,雷电微力,36.865,18.48,47.886,22.772,39.911,98.314,0.324,1.009,1.232,1.882,63.419,63.358,83.795
301028,东亚机械,34.743,13.573,17.521,34.624,39.302,97.283,0.352,1.035,1.261,1.881,63.579,62.706,83.796
301026,浩通科技,36.774,7.997,61.547,7.468,39.553,99.014,0.368,1.054,1.285,1.873,64.079,73.226,83.827
300998,宁波方正,38.498,17.111,38.08,27.257,60.237,98.779,0.378,1.062,1.292,1.884,61.866,70.228,83.805
300993,玉马科技,31.572,1.981,18.183,47.229,39.583,81.539,0.334,1.023,1.247,1.882,63.652,38.418,83.785
300978,东箭科技,36.564,18.091,34.349,35.536,34.838,98.677,0.363,1.05,1.277,1.882,63.509,65.398,83.797
300964,本川智能,35.694,10.497,18.137,47.078,39.511,98.17,0.378,1.059,1.29,1.557,61.184,65.788,83.676
300945,曼卡龙,33.204,2.946,38.36,21.498,40.284,79.211,0.37,1.054,1.282,1.884,63.763,63.995,83.802
300939,秋田微,36.051,7.71,21.224,50.58,39.432,98.927,0.359,1.042,1.271,1.88,63.668,62.716,83.801
300904,威力传动,37.56,19.557,34.824,35.255,40.115,98.709,0.373,1.049,1.284,1.877,64.088,69.787,83.804
300877,金春股份,32.432,5.183,8.585,17.504,39.506,98.054,0.378,1.055,1.285,1.878,63.806,68.152,83.802
300832,新产业,31.18,3.006,21.218,21.205,39.749,95.321,0.309,0.997,1.218,1.882,63.724,41.745,83.787
300830,金现代,37.233,9.0,55.045,23.147,39.653,97.343,0.368,1.057,1.288,1.841,64.282,69.973,83.804
300816,艾可蓝,36.684,23.979,32.554,22.191,39.536,99.587,0.375,1.059,1.288,1.881,64.563,69.373,83.82
300812,易天股份,39.992,16.274,71.372,28.024,39.416,99.339,0.378,1.054,1.29,1.343,65.072,72.535,83.811
300805,电声股份,36.865,10.68,33.607,45.105,38.669,94.739,0.375,1.058,1.288,1.88,63.62,67.561,83.798
300795,米奥会展,29.733,9.283,0.717,15.852,39.735,89.066,0.337,1.027,1.249,1.884,63.623,50.23,83.796
300776,帝尔激光,36.998,24.842,43.881,18.143,39.57,99.58,0.338,1.018,1.243,1.881,63.581,66.148,83.746
300770,新媒股份,37.24,8.53,3.836,94.157,39.411,88.933,0.308,0.991,1.222,1.877,63.72,60.106,83.793
300739,明阳电路,35.618,20.09,17.172,33.419,39.321,99.557,0.367,1.051,1.28,1.879,63.332,66.157,83.788
300726,宏达电子,37.076,4.968,47.496,45.612,39.545,97.575,0.329,1.019,1.238,1.885,63.65,57.904,83.693
300707,威唐工业,34.8,17.822,29.102,17.077,39.7,97.116,0.369,1.057,1.287,1.884,62.398,65.993,83.8
300676,华大基因,34.13,11.485,17.058,26.674,39.484,96.031,0.368,1.057,1.285,1.884,63.108,67.328,83.801
300662,科锐国际,37.336,22.66,62.211,5.69,39.026,98.722,0.374,1.057,1.287,1.888,63.722,67.599,83.799
300625,三雄极光,35.833,15.443,30.557,28.498,39.487,99.133,0.362,1.047,1.275,1.882,63.574,64.952,83.781
300603,立昂技术,39.547,16.395,39.425,61.983,39.784,98.051,0.378,1.059,1.289,1.905,62.552,67.946,83.802
300587,天铁科技,37.311,24.277,44.712,14.622,39.445,99.729,0.405,1.125,1.363,1.881,63.644,72.702,83.824
300582,英飞特,38.036,27.737,42.016,25.573,39.411,99.481,0.374,1.07,1.3,1.875,63.624,70.159,83.809
300577,开润股份,36.631,20.901,34.319,29.084,39.532,98.823,0.365,1.055,1.283,1.886,63.211,65.404,83.713
300556,丝路视觉,38.482,25.536,35.863,41.746,39.455,98.419,0.362,1.058,1.288,1.872,63.756,68.631,83.801
300542,新晨科技,39.241,26.885,49.85,38.718,39.576,98.37,0.369,1.057,1.287,1.881,62.929,66.17,83.796
300531,优博讯,35.168,14.951,30.161,23.349,39.474,96.417,0.367,1.08,1.309,1.876,64.109,65.13,83.797
300497,富祥药业,34.22,21.799,16.694,12.153,39.502,99.06,0.392,1.079,1.311,1.882,63.818,69.149,83.804
300484,蓝海华腾,36.006,11.362,37.855,29.077,38.566,96.985,0.368,1.049,1.278,1.88,63.546,66.309,83.799
300418,昆仑万维,33.763,6.925,3.596,38.394,39.555,99.061,0.365,1.022,1.232,1.889,63.751,65.602,83.768
300413,芒果超媒,37.246,14.038,18.831,58.667,39.469,96.425,0.359,1.024,1.272,1.843,63.821,67.399,83.798
300404,博济医药,35.077,13.759,24.898,25.594,39.599,97.322,0.372,1.054,1.285,1.863,63.617,67.757,83.8
300393,中来股份,37.363,31.411,32.889,25.607,39.763,99.412,0.365,1.054,1.281,1.889,63.462,67.436,83.794
300382,斯莱克,36.278,21.12,39.851,14.4,39.411,99.451,0.364,1.049,1.279,1.875,63.886,68.85,83.803
300378,鼎捷数智,34.397,14.379,17.795,24.045,39.401,97.531,0.363,1.05,1.275,1.89,63.748,67.485,83.8
300345,华民股份,36.802,29.389,14.012,34.352,39.386,99.38,0.39,1.086,1.324,1.886,63.396,73.213,83.81
300318,博晖创新,35.242,17.925,26.261,18.558,39.425,99.8,0.371,1.064,1.285,1.941,64.83,67.675,83.767
300317,珈伟新能,35.795,16.215,22.083,22.809,39.392,99.488,0.379,1.058,1.28,1.904,67.903,73.218,83.81
300287,飞利信,40.962,21.736,47.711,62.089,39.561,99.733,0.413,1.112,1.337,1.878,63.905,68.287,83.783
300274,阳光电源,39.838,29.101,58.252,33.004,39.542,98.979,0.35,1.041,1.266,1.884,63.745,67.102,83.796
300245,天玑科技,37.42,6.451,16.785,73.705,39.559,91.075,0.407,1.086,1.322,1.884,63.859,69.098,83.803
300213,佳讯飞鸿,39.252,12.998,50.584,49.282,39.55,98.408,0.369,1.051,1.281,1.878,63.746,68.118,83.757
300199,翰宇药业,34.879,34.506,10.214,5.11,47.533,99.583,0.534,1.239,1.466,1.877,63.872,68.811,83.803
300189,神农种业,36.398,5.909,17.634,56.044,39.54,97.68,0.4,1.093,1.314,1.873,63.94,67.567,83.78
300175,ST朗源,37.972,12.902,39.643,41.575,40.364,99.661,0.368,1.097,1.333,1.884,63.855,69.178,83.805
300174,元力股份,32.554,7.629,12.492,21.509,39.492,93.575,0.36,1.043,1.267,1.886,63.675,63.928,83.794
300173,ST福能,39.867,34.829,61.867,21.294,39.575,99.658,0.373,1.053,1.28,1.887,63.92,68.864,83.803
300157,新锦动力,37.179,39.823,35.972,9.864,39.386,99.824,0.4,1.1,1.327,1.88,63.858,68.91,83.804
300151,昌红科技,33.352,14.886,16.033,14.863,39.791,97.549,0.371,1.055,1.284,1.881,62.811,65.903,83.797
300106,西部牧业,36.394,19.481,29.723,28.951,39.424,98.233,0.375,1.069,1.293,1.822,63.887,68.667,83.802
300081,恒信东方,40.02,12.883,35.79,69.225,39.465,99.659,0.443,1.165,1.402,1.88,63.822,70.707,83.804
300068,南都电源,38.416,32.087,50.882,21.506,39.42,99.663,0.38,1.06,1.29,1.938,60.819,68.16,83.786
300053,航宇微,37.671,10.736,33.831,50.215,39.559,98.734,0.407,1.241,1.468,1.877,63.928,66.282,83.77
300008,天海防务,36.004,24.777,18.62,29.976,39.665,98.874,0.373,1.056,1.284,1.887,63.651,68.089,83.8
300004,南风股份,36.929,6.353,33.056,48.694,39.462,92.759,0.369,1.067,1.3,1.889,63.454,70.934,83.808
300002,神州泰岳,33.828,6.111,16.304,43.352,39.458,93.664,0.35,1.038,1.264,1.883,63.662,55.067,83.781
3042,中农联合,36.438,27.321,23.47,26.925,39.587,99.238,0.396,1.078,1.311,1.884,63.952,68.297,83.8
3041,真爱美家,34.408,16.82,18.884,20.802,39.577,98.765,0.361,1.044,1.276,1.871,63.596,66.112,83.792
3029,吉大正元,35.667,15.018,24.611,28.796,39.395,96.694,0.435,1.118,1.352,1.88,63.745,71.154,83.805
3025,思进智能,37.128,7.8,34.933,50.535,39.385,98.234,0.343,1.03,1.255,1.883,63.673,62.672,83.795
3016,欣贺股份,34.515,9.579,29.078,22.958,39.522,97.446,0.361,1.052,1.279,1.887,63.336,63.885,83.794
3005,竞业达,36.279,8.67,23.988,51.984,39.44,93.443,0.369,1.057,1.287,1.882,62.808,66.701,83.724
2975,博杰股份,35.176,16.853,27.697,20.268,39.604,97.677,0.383,1.07,1.307,1.893,64.232,67.328,83.801
2962,五方光电,34.709,5.439,14.782,53.822,39.441,87.801,0.366,1.048,1.277,1.879,63.578,63.572,83.501
2956,西麦食品,35.07,11.912,17.723,36.569,39.481,97.112,0.367,1.049,1.277,1.883,63.693,65.981,83.794
2955,鸿合科技,35.44,12.205,23.88,39.324,40.039,96.434,0.36,1.048,1.272,1.888,63.468,61.576,83.791
2950,奥美医疗,34.632,16.282,24.189,18.804,39.507,99.359,0.364,1.054,1.281,1.89,63.206,65.869,83.779
2940,昂利康,34.454,17.435,22.307,18.639,39.592,97.809,0.36,1.048,1.271,1.889,63.525,65.778,83.789
2929,润建股份,41.118,26.918,54.498,52.458,39.546,99.346,0.366,1.053,1.282,1.88,63.797,68.511,83.762
2928,华夏航空,33.99,37.716,6.797,4.16,39.451,99.615,0.42,1.088,1.321,1.882,64.112,67.659,83.657
2921,联诚精密,35.015,21.382,26.248,17.728,39.319,99.394,0.376,1.06,1.289,1.899,60.139,67.55,83.794
2917,金奥博,35.648,19.864,27.772,22.202,39.394,99.075,0.364,1.05,1.279,1.882,63.629,67.482,83.788
2908,德生科技,37.419,10.432,45.067,43.75,39.486,95.896,0.36,1.047,1.274,1.884,63.433,62.602,83.793
2893,京能热力,34.301,23.642,17.753,14.872,39.723,98.051,0.364,1.053,1.28,1.886,63.043,66.146,83.8
2889,东方嘉盛,33.186,23.137,11.346,7.714,39.44,97.621,0.365,1.052,1.278,1.887,63.556,67.252,83.583
2887,绿茵生态,35.153,20.335,25.733,17.17,39.297,99.186,0.349,1.018,1.236,1.885,63.712,68.119,83.802
2885,京泉华,39.875,23.227,48.13,47.343,39.485,99.082,0.375,1.058,1.289,1.857,63.94,68.904,83.804
2871,伟隆股份,34.753,7.642,22.904,36.984,39.402,98.379,0.344,1.03,1.254,1.883,63.681,59.743,83.789
2863,今飞凯达,35.48,28.624,28.73,9.813,39.526,99.363,0.378,1.058,1.287,1.87,63.254,68.063,83.797
2843,泰嘉股份,36.383,19.694,27.24,32.193,39.736,98.194,0.369,1.05,1.28,1.873,63.712,67.454,83.801
2836,新宏泽,39.74,9.469,19.218,92.942,39.693,96.681,0.36,1.044,1.27,1.884,63.727,66.795,83.801
2830,名雕股份,32.439,23.275,1.199,7.912,39.457,98.296,0.366,1.053,1.278,1.891,63.485,67.294,83.766
2810,山东赫达,36.029,19.957,19.942,33.586,39.793,99.577,0.355,1.039,1.265,1.883,63.732,67.423,83.793
2798,帝欧水华,36.346,30.248,35.707,11.356,39.527,99.511,0.381,1.087,1.318,1.88,64.004,67.347,83.789
2797,第一创业,32.263,29.921,0.488,0.54,39.508,99.208,0.355,1.041,1.268,1.881,61.966,67.23,83.752
2792,通宇通讯,36.471,10.571,29.58,37.76,39.53,98.463,0.375,1.051,1.279,1.881,63.965,69.394,83.804
2780,三夫户外,35.352,15.899,44.345,6.438,39.419,99.123,0.363,1.054,1.285,1.871,63.616,67.034,83.782
2775,文科股份,40.179,42.778,29.255,48.809,39.537,99.854,0.392,1.082,1.319,1.883,63.403,69.736,84.095
2773,康弘药业,31.997,3.084,7.504,54.885,39.528,80.173,0.333,1.021,1.243,1.883,63.671,46.841,83.796
2759,天际股份,32.893,14.755,11.595,10.548,40.143,97.766,0.373,1.058,1.286,1.888,63.307,68.199,83.802
2758,浙农股份,36.318,28.872,38.107,10.892,39.433,98.71,0.373,1.059,1.286,1.901,63.475,67.924,83.783
2753,永东股份,35.376,12.707,40.069,14.653,39.653,99.41,0.373,1.057,1.287,1.881,63.535,66.105,83.787
2748,世龙实业,33.226,18.011,10.91,12.085,39.616,99.455,0.377,1.059,1.288,1.891,62.899,67.348,83.774
2742,*ST三圣,38.615,38.859,34.475,29.408,39.41,99.916,0.383,1.094,1.31,1.863,63.854,68.996,83.813
2729,好利科技,37.819,6.696,35.048,52.579,39.547,97.331,0.37,1.05,1.281,1.875,63.976,70.25,83.823
2728,特一药业,32.14,8.451,16.696,9.441,39.444,96.097,0.335,1.025,1.249,1.882,63.737,63.677,83.64
2726,龙大美食,35.902,33.424,25.801,10.249,39.55,99.096,0.385,1.078,1.305,1.874,63.807,70.426,83.826
2708,光洋股份,38.492,21.834,34.974,43.959,41.04,99.038,0.389,1.07,1.303,1.883,63.887,68.722,83.803
2702,海欣食品,37.685,20.053,35.819,34.488,39.51,99.138,0.375,1.06,1.289,1.907,65.669,69.103,83.804
2698,博实股份,37.553,20.481,58.201,12.541,39.397,99.67,0.345,1.029,1.253,1.883,63.828,68.204,83.8
2696,百洋股份,35.866,22.301,34.995,14.298,39.567,98.732,0.378,1.062,1.292,1.888,65.388,66.697,83.798
2689,ST远智,38.941,17.197,45.498,47.884,39.551,98.591,0.375,1.057,1.286,1.885,63.275,66.924,83.766
2688,金河生物,34.677,24.178,23.582,9.635,39.59,99.373,0.369,1.054,1.283,1.883,63.474,67.917,83.788
2679,福建金森,40.025,28.353,91.234,2.85,39.597,99.4,0.415,1.052,1.28,1.881,62.352,68.09,83.8
2677,浙江美大,29.168,5.23,3.667,18.551,39.462,87.2,0.333,1.019,1.242,1.883,63.655,43.99,83.783
2674,兴业科技,37.045,16.097,46.718,23.524,38.507,98.894,0.359,1.05,1.276,1.888,63.85,68.575,83.802
2651,利君股份,35.09,7.576,20.583,45.105,39.448,93.59,0.344,1.043,1.268,1.886,63.494,62.974,83.771
2649,博彦科技,34.515,10.933,38.864,11.255,39.421,95.731,0.37,1.055,1.284,1.883,63.636,65.992,83.752
2644,佛慈制药,36.855,13.127,29.413,42.173,39.465,98.382,0.366,1.052,1.279,1.884,63.703,67.674,83.746
2634,棒杰股份,36.151,32.196,9.002,31.78,39.435,99.071,0.401,1.078,1.319,1.892,62.619,71.145,83.875
2624,完美世界,33.059,15.402,17.049,7.835,39.546,98.196,0.366,1.051,1.273,1.894,63.604,66.847,83.64
2622,皓宸医疗,33.634,31.541,6.938,6.357,39.559,99.586,0.372,1.079,1.299,1.85,64.126,67.138,83.767
2617,露笑科技,34.615,16.432,26.375,15.443,39.424,98.907,0.367,1.053,1.282,1.882,63.269,67.151,83.796
2613,北玻股份,36.142,13.735,32.653,29.626,40.843,97.967,0.368,1.053,1.282,1.883,63.625,66.869,83.796
2609,捷顺科技,34.836,15.601,28.586,20.159,38.032,98.178,0.366,1.05,1.279,1.882,63.364,65.785,83.747
2608,江苏国信,33.262,24.997,6.842,7.654,40.559,99.385,0.369,1.052,1.275,1.894,63.521,67.8,83.793
2607,中公教育,34.002,41.913,0.514,4.032,39.541,99.826,0.373,1.071,1.297,1.856,63.209,70.367,84.026
2584,西陇科学,38.446,22.685,46.508,29.271,39.495,99.298,0.376,1.06,1.289,1.885,65.36,70.317,83.813
2580,圣阳股份,37.557,14.045,46.922,35.93,33.438,98.531,0.368,1.051,1.281,1.879,63.93,69.507,83.805
2574,明牌珠宝,37.3,25.893,34.054,29.7,39.427,98.751,0.374,1.054,1.286,1.886,63.537,67.855,83.786
2562,兄弟科技,35.827,21.516,22.632,25.556,39.548,99.61,0.384,1.07,1.298,1.873,63.882,68.756,83.801
2543,万和电气,35.56,20.503,22.714,30.148,39.579,97.499,0.359,1.046,1.274,1.882,63.477,64.448,83.793
2537,海联金汇,36.007,24.412,25.972,23.955,39.42,99.035,0.373,1.059,1.288,1.878,62.866,68.031,83.795
2527,新时达,39.058,28.982,55.394,25.264,39.206,99.417,0.383,1.077,1.307,1.877,63.947,68.039,83.801
2523,天桥起重,37.472,20.572,43.667,29.301,39.783,98.698,0.374,1.057,1.287,1.871,62.408,66.85,83.798
2517,恺英网络,33.455,8.812,18.321,36.489,39.452,93.808,0.32,1.009,1.231,1.882,63.67,52.708,83.763
2512,达华智能,36.484,34.523,10.746,31.497,39.434,99.73,0.389,1.087,1.321,1.882,63.774,69.563,83.86
2500,山西证券,32.842,34.739,0.176,0.699,39.101,98.869,0.344,1.034,1.257,1.884,63.614,68.591,83.8
2491,通鼎互联,36.114,26.051,37.1,12.03,39.482,98.917,0.368,1.05,1.276,1.885,63.672,67.753,83.784
2488,金固股份,34.76,21.233,28.485,6.569,39.42,99.482,0.377,1.059,1.289,1.876,64.393,69.12,83.812
2480,新筑股份,36.626,36.707,19.421,24.144,39.534,99.465,0.381,1.081,1.302,1.851,64.498,67.333,83.792
2475,立讯精密,39.548,25.458,37.315,56.683,39.516,98.89,0.369,1.053,1.282,1.883,63.435,64.9,83.789
